id,u_id,date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Emotion
1766,8,2019-07-06 00:00:00,67,59,41,65,50,93,80,71,33,41,2
1767,8,2019-07-06 00:00:00,47,70,37,72,10,74,88,64,15,25,4
1768,7,2019-07-06 00:00:00,59,57,95,15,63,31,80,33,1,5,5
1769,2,2019-07-06 00:00:00,82,6,43,23,34,74,63,83,95,54,1
1770,6,2019-07-06 00:00:00,56,45,38,28,32,44,70,34,30,17,0
1771,2,2019-07-06 00:00:00,87,42,66,62,10,44,34,50,60,85,3
1772,8,2019-07-06 00:00:00,88,36,29,16,12,28,61,12,100,68,5
1773,4,2019-07-06 00:00:00,28,33,5,45,20,85,71,75,66,100,1
1774,3,2019-07-06 00:00:00,94,38,59,64,88,62,81,61,35,73,0
1775,4,2019-07-06 00:00:00,34,63,19,84,72,24,83,33,48,40,1
1776,1,2019-07-06 00:00:00,42,64,25,13,5,51,43,3,97,62,5
1777,8,2019-07-06 00:00:00,28,89,100,8,70,73,54,81,44,73,4
1778,7,2019-07-06 00:00:00,84,75,14,10,50,71,4,1,60,98,0
1779,5,2019-07-06 00:00:00,5,47,58,91,24,73,49,53,90,27,4
1780,1,2019-07-06 00:00:00,48,37,53,35,84,52,50,78,57,2,6
1781,8,2019-07-06 00:00:00,40,100,48,66,43,34,88,22,53,19,6
1782,10,2019-07-06 00:00:00,93,99,91,56,45,56,94,25,82,96,0
1783,6,2019-07-06 00:00:00,94,63,97,89,32,8,3,66,77,46,5
1784,3,2019-07-06 00:00:00,89,91,31,57,33,2,70,1,9,12,1
1785,1,2019-07-06 00:00:00,30,55,65,71,10,84,50,22,54,32,4
1786,8,2019-07-06 00:00:00,32,22,33,92,49,34,38,4,36,17,1
1787,2,2019-07-06 00:00:00,91,39,83,71,34,76,83,23,94,17,6
1788,6,2019-07-06 00:00:00,53,24,56,79,54,99,61,33,100,24,3
1789,2,2019-07-06 00:00:00,30,28,98,26,82,67,85,88,94,26,0
1790,5,2019-07-06 00:00:00,25,11,84,82,95,57,50,46,19,82,2
1791,5,2019-07-06 00:00:00,83,100,11,49,39,95,24,99,94,40,4
1792,5,2019-07-06 00:00:00,23,2,36,74,72,7,6,90,13,30,0
1793,8,2019-07-06 00:00:00,11,65,59,84,34,24,21,40,28,85,0
1794,2,2019-07-06 00:00:00,4,58,33,55,22,32,77,31,95,89,4
1795,7,2019-07-06 00:00:00,86,75,86,11,95,14,23,28,33,40,4
1796,8,2019-07-06 00:00:00,29,98,70,65,50,62,41,23,28,48,6
1797,2,2019-07-06 00:00:00,24,96,56,80,62,69,80,29,68,26,4
1798,2,2019-07-06 00:00:00,73,71,16,69,16,21,95,28,38,60,5
1799,3,2019-07-06 00:00:00,69,77,57,11,75,39,7,87,40,36,5
1800,6,2019-07-06 00:00:00,75,47,38,61,9,62,96,3,37,76,3
1801,10,2019-07-07 00:00:00,69,8,97,33,51,62,68,38,43,32,4
1802,8,2019-07-07 00:00:00,54,65,88,12,82,63,94,1,98,32,6
1803,3,2019-07-07 00:00:00,98,80,96,51,60,5,83,61,18,53,3
1804,7,2019-07-07 00:00:00,11,78,26,82,90,1,36,21,20,26,3
1805,9,2019-07-07 00:00:00,2,32,96,93,10,9,95,42,83,88,1
1806,6,2019-07-07 00:00:00,42,98,36,58,27,77,36,45,33,2,4
1807,4,2019-07-07 00:00:00,34,46,76,78,66,14,19,72,38,78,3
1808,9,2019-07-07 00:00:00,21,42,61,45,2,23,41,90,81,81,5
1809,6,2019-07-07 00:00:00,47,18,89,52,91,92,50,50,69,45,0
1810,5,2019-07-07 00:00:00,56,33,47,30,34,79,76,91,80,17,1
1811,3,2019-07-07 00:00:00,10,99,9,8,89,82,90,74,54,86,4
1812,10,2019-07-07 00:00:00,69,10,1,40,56,27,12,82,32,71,1
1813,9,2019-07-07 00:00:00,41,75,81,91,72,9,41,70,71,77,2
1814,9,2019-07-07 00:00:00,1,13,4,98,4,55,74,38,89,20,4
1815,7,2019-07-07 00:00:00,63,46,23,41,10,48,79,2,39,95,4
1816,4,2019-07-07 00:00:00,87,91,85,55,61,74,24,44,65,68,0
1817,6,2019-07-07 00:00:00,37,13,54,44,19,13,21,55,95,63,3
1818,6,2019-07-07 00:00:00,19,12,96,94,96,59,22,36,98,38,4
1819,4,2019-07-07 00:00:00,78,45,86,85,30,44,69,37,61,71,0
1820,6,2019-07-07 00:00:00,11,29,88,65,75,51,88,61,51,19,2
1821,5,2019-07-07 00:00:00,60,5,82,32,4,46,83,40,60,42,5
1822,8,2019-07-07 00:00:00,17,23,34,13,73,36,59,15,10,45,6
1823,9,2019-07-07 00:00:00,82,8,33,100,45,83,86,42,26,41,6
1824,5,2019-07-07 00:00:00,15,34,13,78,24,51,14,100,68,59,2
1825,2,2019-07-07 00:00:00,43,7,67,95,65,10,8,85,34,67,6
1826,9,2019-07-07 00:00:00,93,2,23,12,75,44,66,14,100,20,4
1827,9,2019-07-07 00:00:00,53,49,17,60,3,56,21,16,82,41,1
1828,7,2019-07-07 00:00:00,89,9,34,76,44,8,80,27,55,90,1
1829,8,2019-07-07 00:00:00,75,23,61,80,46,96,39,80,62,6,3
1830,4,2019-07-07 00:00:00,23,46,80,28,97,27,26,100,34,81,5
1831,1,2019-07-07 00:00:00,6,61,66,88,48,38,14,26,3,11,2
1832,3,2019-07-07 00:00:00,77,87,78,29,83,19,39,93,91,13,0
1833,8,2019-07-07 00:00:00,24,79,40,37,84,27,4,43,6,28,6
1834,2,2019-07-07 00:00:00,34,56,51,45,73,66,12,75,63,49,3
1835,1,2019-07-07 00:00:00,38,25,88,92,97,95,10,24,97,88,6
1836,5,2019-07-07 00:00:00,63,29,95,16,69,93,36,92,78,37,2
1837,3,2019-07-07 00:00:00,9,42,60,50,16,24,66,22,29,33,6
1838,3,2019-07-07 00:00:00,13,11,29,84,94,48,22,3,96,80,3
1839,9,2019-07-07 00:00:00,72,99,51,29,95,30,89,20,62,43,3
1840,8,2019-07-07 00:00:00,43,99,43,19,76,96,3,45,52,64,6
1841,4,2019-07-07 00:00:00,59,87,52,64,37,46,16,83,75,24,1
1842,3,2019-07-07 00:00:00,83,36,68,24,81,57,86,92,54,93,5
1843,10,2019-07-07 00:00:00,1,28,8,26,23,7,97,43,9,53,0
1844,9,2019-07-07 00:00:00,39,45,27,19,46,85,32,21,31,91,4
1845,3,2019-07-07 00:00:00,78,56,15,35,72,58,90,70,68,30,1
1846,5,2019-07-07 00:00:00,58,44,61,2,51,16,84,63,3,10,6
1847,1,2019-07-07 00:00:00,80,42,7,84,70,32,33,43,37,22,6
1848,9,2019-07-07 00:00:00,35,98,14,45,48,91,89,30,79,88,5
1849,2,2019-07-07 00:00:00,3,9,79,58,98,76,30,71,60,68,0
1850,8,2019-07-07 00:00:00,54,39,90,61,84,93,94,20,2,58,1
1851,5,2019-07-07 00:00:00,63,43,88,52,72,13,37,27,25,57,6
1852,7,2019-07-07 00:00:00,74,86,92,57,50,49,2,74,69,51,0
1853,8,2019-07-07 00:00:00,97,30,5,83,40,81,72,9,55,30,2
1854,10,2019-07-07 00:00:00,75,93,67,34,27,63,18,42,10,79,0
1855,1,2019-07-07 00:00:00,59,47,92,41,2,55,40,16,43,98,5
1856,10,2019-07-07 00:00:00,88,91,7,13,62,22,45,77,59,53,1
1857,2,2019-07-07 00:00:00,79,100,92,3,97,65,21,58,78,13,4
1858,1,2019-07-07 00:00:00,77,73,63,7,43,89,9,34,23,6,5
1859,5,2019-07-07 00:00:00,63,60,84,71,97,13,9,14,30,8,6
1860,8,2019-07-07 00:00:00,90,36,18,20,33,64,89,63,4,46,3
1861,8,2019-07-07 00:00:00,41,12,67,11,47,79,56,72,55,72,0
1862,9,2019-07-07 00:00:00,10,34,69,10,6,42,80,94,89,8,3
1863,1,2019-07-07 00:00:00,68,9,76,62,11,75,53,8,47,46,5
1864,5,2019-07-07 00:00:00,16,73,89,51,59,78,69,68,35,68,6
1865,5,2019-07-07 00:00:00,92,39,19,29,69,5,76,69,94,31,3
1866,7,2019-07-07 00:00:00,100,2,2,76,76,90,47,91,72,81,1
1867,10,2019-07-07 00:00:00,11,23,63,51,19,99,12,38,15,71,1
1868,6,2019-07-07 00:00:00,37,89,11,89,18,77,78,99,20,41,6
1869,6,2019-07-07 00:00:00,94,49,93,96,84,11,72,2,87,50,0
1870,1,2019-07-07 00:00:00,34,46,97,5,59,13,36,62,68,1,5
1871,1,2019-07-07 00:00:00,43,92,69,16,19,86,32,60,51,42,0
1872,6,2019-07-07 00:00:00,35,69,56,75,35,79,72,91,93,21,6
1873,9,2019-07-07 00:00:00,100,44,44,92,6,7,38,99,10,50,4
1874,2,2019-07-07 00:00:00,61,37,81,56,43,10,8,83,100,30,6
1875,1,2019-07-07 00:00:00,3,73,53,49,78,74,60,41,73,98,1
1876,2,2019-07-07 00:00:00,5,9,81,43,7,88,8,77,33,71,6
1877,9,2019-07-07 00:00:00,67,62,17,96,26,27,88,31,18,78,0
1878,7,2019-07-07 00:00:00,1,45,29,9,60,96,90,41,30,100,6
1879,6,2019-07-07 00:00:00,5,85,95,16,29,51,51,3,29,16,5
1880,10,2019-07-07 00:00:00,85,100,64,8,32,42,67,36,90,16,2
1881,5,2019-07-07 00:00:00,82,9,31,43,46,72,68,61,56,82,3
1882,8,2019-07-07 00:00:00,45,9,35,12,90,73,38,51,26,74,6
1883,4,2019-07-07 00:00:00,15,59,50,56,32,7,87,81,23,65,1
1884,6,2019-07-07 00:00:00,44,98,48,16,86,8,58,71,18,79,6
1885,6,2019-07-07 00:00:00,82,26,1,31,67,67,73,40,100,26,1
1886,2,2019-07-07 00:00:00,12,33,21,46,8,74,47,75,37,96,1
1887,8,2019-07-07 00:00:00,96,7,57,8,65,58,92,58,76,81,6
1888,2,2019-07-07 00:00:00,80,24,39,68,17,100,53,70,92,71,2
1889,5,2019-07-07 00:00:00,63,5,1,24,45,59,65,12,52,38,2
1890,5,2019-07-07 00:00:00,52,55,78,18,43,26,37,13,42,21,2
1891,9,2019-07-07 00:00:00,64,61,79,55,60,38,86,30,63,58,0
1892,2,2019-07-07 00:00:00,78,66,52,25,23,11,86,61,8,7,6
1893,6,2019-07-07 00:00:00,60,19,80,44,8,55,26,74,100,55,3
1894,5,2019-07-07 00:00:00,95,77,53,76,72,69,32,57,84,43,5
1895,10,2019-07-07 00:00:00,8,71,99,3,39,3,89,72,83,51,1
1896,8,2019-07-07 00:00:00,24,49,58,56,73,49,22,28,42,86,5
1897,5,2019-07-07 00:00:00,6,80,23,49,8,57,83,86,64,5,3
1898,1,2019-07-07 00:00:00,27,51,2,68,76,70,43,38,76,50,4
1899,4,2019-07-07 00:00:00,73,100,74,3,89,3,11,58,36,7,5
1900,10,2019-07-07 00:00:00,99,25,68,68,3,31,12,96,26,86,3
1901,1,2019-07-07 00:00:00,5,94,5,8,37,76,95,60,40,14,2
1902,8,2019-07-07 00:00:00,3,25,39,52,64,69,26,96,87,40,4
1903,9,2019-07-07 00:00:00,4,58,69,33,20,11,13,27,14,50,0
1904,7,2019-07-07 00:00:00,17,21,33,54,60,28,69,65,8,80,0
1905,3,2019-07-07 00:00:00,97,47,92,98,80,54,1,73,57,32,2
1906,3,2019-07-07 00:00:00,6,49,73,41,88,66,64,45,43,78,0
1907,1,2019-07-07 00:00:00,92,44,82,22,70,84,51,8,14,66,3
1908,2,2019-07-07 00:00:00,16,99,58,11,40,97,71,3,91,54,3
1909,8,2019-07-07 00:00:00,21,5,53,13,26,72,37,30,89,37,3
1910,8,2019-07-07 00:00:00,75,84,94,28,33,95,62,43,83,89,3
1911,6,2019-07-07 00:00:00,9,83,94,90,91,18,40,4,82,16,4
1912,7,2019-07-07 00:00:00,13,6,16,65,54,96,56,76,7,5,4
1913,3,2019-07-07 00:00:00,95,92,85,52,23,14,75,59,52,82,5
1914,9,2019-07-07 00:00:00,2,41,58,2,100,90,60,25,20,77,4
1915,3,2019-07-07 00:00:00,79,33,35,90,15,44,9,7,20,41,1
1916,4,2019-07-07 00:00:00,77,21,89,86,59,11,46,73,17,30,5
1917,8,2019-07-07 00:00:00,61,75,23,85,31,36,14,49,51,15,4
1918,7,2019-07-07 00:00:00,31,31,91,81,83,99,14,97,15,58,0
1919,3,2019-07-07 00:00:00,98,69,3,24,77,34,26,7,83,31,5
1920,9,2019-07-07 00:00:00,54,82,82,63,16,51,75,41,64,26,6
1921,5,2019-07-07 00:00:00,16,43,93,32,2,31,56,35,31,51,0
1922,10,2019-07-07 00:00:00,87,51,34,49,60,87,19,89,39,77,5
1923,3,2019-07-07 00:00:00,40,24,53,68,77,53,29,84,37,69,6
1924,1,2019-07-07 00:00:00,68,13,91,77,32,33,80,34,86,65,2
1925,9,2019-07-07 00:00:00,23,16,92,92,35,98,67,74,91,72,2
1926,1,2019-07-07 00:00:00,66,80,29,6,21,4,64,51,89,49,3
1927,7,2019-07-07 00:00:00,68,15,24,26,85,73,85,31,62,51,0
1928,8,2019-07-07 00:00:00,46,42,5,67,67,90,81,56,87,96,0
1929,1,2019-07-07 00:00:00,26,53,86,27,93,19,89,63,44,67,0
1930,4,2019-07-07 00:00:00,22,85,73,28,83,67,39,42,46,10,4
1931,3,2019-07-07 00:00:00,25,89,64,91,4,13,95,11,16,26,6
1932,4,2019-07-07 00:00:00,28,26,69,40,95,100,30,2,19,6,5
1933,10,2019-07-07 00:00:00,50,85,27,80,36,20,64,94,10,77,2
1934,2,2019-07-07 00:00:00,65,35,63,66,85,21,78,82,78,84,1
1935,8,2019-07-07 00:00:00,28,34,96,10,1,27,68,45,33,58,3
1936,4,2019-07-07 00:00:00,70,68,42,56,67,99,49,53,9,45,4
1937,4,2019-07-07 00:00:00,83,18,88,13,7,94,53,9,56,82,0
1938,10,2019-07-07 00:00:00,55,92,21,36,64,55,67,58,63,37,3
1939,6,2019-07-07 00:00:00,15,79,62,100,97,61,45,30,23,59,5
1940,9,2019-07-07 00:00:00,65,42,67,94,44,19,73,1,77,97,1
1941,7,2019-07-07 00:00:00,49,76,29,48,92,57,36,6,28,39,4
1942,10,2019-07-07 00:00:00,75,75,49,96,7,100,94,92,19,18,4
1943,6,2019-07-07 00:00:00,31,98,28,94,60,71,49,46,89,87,0
1944,4,2019-07-07 00:00:00,86,38,97,36,48,36,63,74,36,41,0
1945,9,2019-07-07 00:00:00,32,74,85,65,18,35,1,9,11,25,5
1946,4,2019-07-07 00:00:00,14,16,47,42,69,58,56,96,22,25,6
1947,4,2019-07-07 00:00:00,59,61,21,29,9,10,14,35,4,56,3
1948,6,2019-07-07 00:00:00,96,16,83,36,75,81,80,19,3,27,4
1949,7,2019-07-07 00:00:00,62,34,77,78,11,93,91,26,76,82,0
1950,7,2019-07-07 00:00:00,28,26,81,94,16,80,59,22,69,42,4
1951,9,2019-07-07 00:00:00,80,95,2,59,99,4,87,32,38,1,1
1952,7,2019-07-07 00:00:00,24,28,52,17,16,55,34,20,22,65,4
1953,9,2019-07-07 00:00:00,7,60,16,70,12,68,78,35,3,100,6
1954,6,2019-07-07 00:00:00,67,23,33,13,53,20,65,71,68,96,6
1955,2,2019-07-07 00:00:00,33,20,52,64,48,53,48,65,85,4,4
1956,8,2019-07-07 00:00:00,88,7,61,43,100,16,36,100,8,55,4
1957,7,2019-07-07 00:00:00,10,30,27,40,10,40,49,100,75,72,4
1958,5,2019-07-07 00:00:00,81,69,11,97,60,4,50,47,87,62,3
1959,7,2019-07-07 00:00:00,77,98,61,6,5,59,27,4,18,35,5
1960,2,2019-07-07 00:00:00,69,68,72,27,43,34,82,24,77,32,5
1961,3,2019-07-07 00:00:00,23,98,78,12,73,69,11,71,35,63,2
1962,6,2019-07-07 00:00:00,59,29,32,68,2,18,92,97,34,94,0
1963,9,2019-07-07 00:00:00,33,75,80,89,3,29,1,73,29,55,4
1964,7,2019-07-07 00:00:00,71,63,29,67,63,84,23,73,46,69,3
1965,3,2019-07-07 00:00:00,49,86,97,21,71,44,66,44,93,87,3
1966,10,2019-07-07 00:00:00,8,11,75,33,25,58,54,43,90,90,3
1967,5,2019-07-07 00:00:00,14,86,68,82,94,68,35,51,13,64,4
1968,1,2019-07-07 00:00:00,67,40,2,82,63,75,83,93,94,50,0
1969,7,2019-07-07 00:00:00,73,62,16,70,4,58,70,5,84,8,5
1970,6,2019-07-07 00:00:00,14,12,48,25,72,74,7,89,80,1,3
1971,3,2019-07-07 00:00:00,7,85,49,88,19,97,11,25,67,15,5
1972,1,2019-07-07 00:00:00,90,5,71,74,44,37,79,81,91,64,0
1973,6,2019-07-07 00:00:00,74,12,63,33,52,9,72,54,19,46,3
1974,6,2019-07-07 00:00:00,10,67,56,56,54,28,4,1,53,16,1
1975,7,2019-07-07 00:00:00,66,51,9,13,69,88,16,65,61,6,1
1976,2,2019-07-07 00:00:00,100,81,6,20,99,32,44,61,25,82,4
1977,10,2019-07-07 00:00:00,58,37,82,74,13,33,26,70,91,23,0
1978,2,2019-07-07 00:00:00,5,67,20,29,59,69,6,45,68,40,3
1979,9,2019-07-07 00:00:00,28,8,12,4,71,34,40,25,85,24,1
1980,7,2019-07-07 00:00:00,6,67,7,63,26,46,44,42,88,38,4
1981,3,2019-07-07 00:00:00,92,17,32,10,59,30,27,87,47,46,3
1982,7,2019-07-07 00:00:00,81,58,23,46,87,33,92,85,2,51,4
1983,5,2019-07-07 00:00:00,91,71,75,8,65,66,95,25,99,26,2
1984,4,2019-07-07 00:00:00,50,2,57,56,39,86,39,74,37,50,6
1985,4,2019-07-07 00:00:00,92,36,33,59,67,93,5,99,46,76,0
1986,9,2019-07-07 00:00:00,32,37,69,44,53,15,8,48,97,2,1
1987,5,2019-07-07 00:00:00,42,92,1,92,74,93,68,61,64,64,1
1988,8,2019-07-07 00:00:00,45,68,29,62,92,48,7,90,82,95,4
1989,10,2019-07-07 00:00:00,38,18,66,69,39,37,20,8,14,62,3
1990,10,2019-07-07 00:00:00,4,5,18,63,37,55,1,83,26,23,3
1991,5,2019-07-07 00:00:00,11,70,69,9,77,29,2,61,8,18,0
1992,3,2019-07-07 00:00:00,74,87,95,13,75,81,51,66,78,90,1
1993,2,2019-07-07 00:00:00,8,9,84,75,40,21,33,3,29,84,1
1994,2,2019-07-07 00:00:00,31,64,88,62,28,6,94,59,81,90,3
1995,6,2019-07-07 00:00:00,45,8,28,66,97,36,69,89,57,36,0
1996,5,2019-07-07 00:00:00,81,50,46,32,3,41,84,22,91,29,6
1997,7,2019-07-07 00:00:00,34,5,89,60,5,66,40,43,43,70,1
1998,10,2019-07-07 00:00:00,18,67,77,5,81,92,76,9,74,82,0
1999,9,2019-07-07 00:00:00,48,46,55,88,36,44,42,9,50,77,3
2000,2,2019-07-07 00:00:00,64,33,35,17,70,67,21,37,81,88,2
2001,9,2019-07-07 00:00:00,23,75,98,66,31,59,13,11,73,39,5
2002,6,2019-07-07 00:00:00,36,16,79,57,18,25,86,62,2,38,3
2003,9,2019-07-07 00:00:00,76,50,87,82,99,56,94,55,69,1,4
2004,10,2019-07-07 00:00:00,73,42,56,82,46,71,3,68,47,64,2
2005,5,2019-07-07 00:00:00,71,52,93,51,8,83,66,96,94,8,6
2006,6,2019-07-07 00:00:00,17,18,53,45,48,75,82,17,2,74,2
2007,7,2019-07-07 00:00:00,96,2,54,71,71,6,87,5,13,48,4
2008,3,2019-07-07 00:00:00,97,62,37,6,12,21,12,52,26,68,6
2009,2,2019-07-07 00:00:00,61,71,84,100,48,75,50,67,84,17,3
2010,10,2019-07-07 00:00:00,59,66,86,41,40,8,32,65,82,65,2
2011,2,2019-07-07 00:00:00,25,50,30,54,48,22,48,64,22,28,0
2012,5,2019-07-07 00:00:00,89,35,65,60,29,21,68,57,53,46,6
2013,5,2019-07-07 00:00:00,74,2,85,80,91,66,17,88,22,94,1
2014,1,2019-07-07 00:00:00,28,76,97,10,17,2,85,1,31,27,5
2015,4,2019-07-07 00:00:00,85,45,17,30,80,11,98,1,1,83,5
2016,9,2019-07-07 00:00:00,52,100,55,95,55,74,77,35,96,26,6
2017,4,2019-07-07 00:00:00,49,35,10,20,50,91,80,81,5,48,6
2018,10,2019-07-07 00:00:00,63,66,2,70,67,100,17,40,64,70,1
2019,4,2019-07-07 00:00:00,83,65,34,33,31,82,38,11,74,4,5
2020,3,2019-07-07 00:00:00,40,11,24,48,18,86,80,63,47,98,4
2021,7,2019-07-07 00:00:00,14,36,68,35,46,53,62,80,20,66,6
2022,8,2019-07-07 00:00:00,51,86,94,71,27,90,14,56,92,55,2
2023,5,2019-07-07 00:00:00,71,52,65,36,11,88,2,56,23,10,5
2024,1,2019-07-07 00:00:00,46,20,62,4,18,5,11,61,29,8,6
2025,10,2019-07-07 00:00:00,10,33,72,63,7,83,30,33,89,67,4
2026,9,2019-07-07 00:00:00,67,45,80,6,66,38,8,89,55,58,2
2027,2,2019-07-07 00:00:00,64,3,73,69,92,72,15,50,5,42,3
2028,9,2019-07-07 00:00:00,2,99,48,28,66,87,59,68,73,76,4
2029,10,2019-07-07 00:00:00,24,49,20,94,59,42,28,61,65,87,6
2030,6,2019-07-07 00:00:00,8,43,72,81,78,7,33,83,94,68,5
2031,3,2019-07-07 00:00:00,51,3,100,11,75,35,89,98,88,71,5
2032,5,2019-07-07 00:00:00,83,31,60,20,63,90,95,28,76,10,0
2033,9,2019-07-07 00:00:00,61,24,8,92,32,76,7,58,38,25,0
2034,6,2019-07-07 00:00:00,27,26,32,27,72,6,83,7,32,51,3
2035,8,2019-07-07 00:00:00,53,62,42,24,83,37,81,75,33,53,5
2036,9,2019-07-07 00:00:00,59,81,71,98,46,5,51,14,68,51,5
2037,2,2019-07-07 00:00:00,24,9,41,88,36,7,72,27,47,7,1
2038,10,2019-07-07 00:00:00,60,50,76,91,39,5,89,62,52,95,5
2039,6,2019-07-07 00:00:00,52,83,42,54,77,82,62,57,38,71,1
2040,10,2019-07-07 00:00:00,72,42,60,29,63,75,5,27,98,37,3
2041,6,2019-07-07 00:00:00,27,49,98,79,67,81,87,60,1,52,1
2042,2,2019-07-07 00:00:00,19,85,69,25,5,10,55,19,82,52,4
2043,5,2019-07-07 00:00:00,10,19,60,43,9,36,58,1,71,98,0
2044,1,2019-07-07 00:00:00,60,59,82,75,56,4,11,13,59,18,3
2045,9,2019-07-07 00:00:00,54,19,91,75,6,79,39,55,17,93,1
2046,8,2019-07-07 00:00:00,3,76,100,57,55,68,33,33,77,36,6
2047,4,2019-07-07 00:00:00,82,8,82,62,44,69,96,71,31,34,5
2048,7,2019-07-07 00:00:00,10,28,55,59,87,7,89,92,66,1,6
2049,1,2019-07-07 00:00:00,50,100,30,16,24,6,8,55,41,11,5
2050,8,2019-07-07 00:00:00,21,61,23,47,30,20,69,53,10,10,0
2051,6,2019-07-07 00:00:00,29,38,3,85,96,30,49,70,57,63,1
2052,9,2019-07-07 00:00:00,10,89,95,60,18,48,54,13,55,62,4
2053,1,2019-07-07 00:00:00,83,50,88,31,93,32,44,90,67,20,0
2054,3,2019-07-07 00:00:00,39,78,14,58,62,48,13,90,84,94,6
2055,3,2019-07-07 00:00:00,64,87,71,59,37,33,82,74,58,24,6
2056,6,2019-07-07 00:00:00,65,59,29,53,11,87,89,44,54,8,0
2057,7,2019-07-07 00:00:00,3,46,26,9,56,22,36,43,65,35,5
2058,7,2019-07-07 00:00:00,10,72,36,75,12,28,57,79,40,50,4
2059,5,2019-07-07 00:00:00,1,94,75,58,87,26,61,34,97,74,6
2060,7,2019-07-07 00:00:00,45,30,64,92,24,94,46,11,17,100,3
2061,3,2019-07-07 00:00:00,17,58,86,57,13,1,42,74,35,20,3
2062,3,2019-07-07 00:00:00,70,24,82,80,28,97,49,14,43,21,5
2063,10,2019-07-07 00:00:00,43,93,32,22,24,21,80,77,39,29,4
2064,1,2019-07-07 00:00:00,95,36,96,56,77,92,55,7,39,51,6
2065,2,2019-07-07 00:00:00,25,63,31,66,80,93,38,24,87,68,5
2066,7,2019-07-07 00:00:00,98,18,10,38,1,2,31,78,84,64,5
2067,1,2019-07-07 00:00:00,81,68,23,93,45,88,62,23,11,49,4
2068,3,2019-07-07 00:00:00,93,56,2,21,13,88,39,51,36,32,5
2069,2,2019-07-07 00:00:00,40,92,48,7,80,28,53,13,2,19,5
2070,2,2019-07-07 00:00:00,20,89,83,16,39,90,6,10,14,60,0
2071,10,2019-07-07 00:00:00,47,44,62,30,71,79,24,64,57,70,6
2072,2,2019-07-07 00:00:00,86,35,70,98,64,37,63,8,32,38,4
2073,10,2019-07-07 00:00:00,42,48,22,66,56,83,15,87,41,30,4
2074,4,2019-07-07 00:00:00,82,89,40,88,83,25,20,75,91,76,6
2075,8,2019-07-07 00:00:00,81,50,34,100,81,45,15,95,93,60,0
2076,7,2019-07-07 00:00:00,42,18,59,5,37,11,16,64,43,46,5
2077,7,2019-07-07 00:00:00,40,34,61,11,80,97,43,75,40,81,2
2078,7,2019-07-07 00:00:00,93,33,66,28,71,28,85,80,6,89,5
2079,4,2019-07-07 00:00:00,25,22,15,51,85,2,85,34,93,30,5
2080,1,2019-07-07 00:00:00,38,33,87,81,17,61,3,23,84,80,6
2081,8,2019-07-07 00:00:00,37,45,49,11,98,72,30,48,38,13,3
2082,4,2019-07-07 00:00:00,99,44,92,59,8,78,54,10,36,50,5
2083,2,2019-07-07 00:00:00,12,57,44,29,28,38,63,60,96,43,5
2084,3,2019-07-07 00:00:00,91,20,26,50,56,83,79,61,71,77,4
2085,2,2019-07-07 00:00:00,6,2,2,27,85,50,4,45,56,85,2
2086,9,2019-07-07 00:00:00,81,75,21,35,94,56,84,88,98,96,1
2087,9,2019-07-07 00:00:00,100,34,29,34,63,15,29,81,14,14,1
2088,1,2019-07-07 00:00:00,82,15,80,57,29,83,47,28,54,9,0
2089,6,2019-07-07 00:00:00,1,51,49,68,40,12,95,76,66,22,6
2090,4,2019-07-07 00:00:00,93,51,43,41,74,36,98,75,62,67,1
2091,4,2019-07-07 00:00:00,36,8,1,55,57,13,31,33,69,94,6
2092,10,2019-07-07 00:00:00,23,33,76,20,36,46,44,36,80,93,3
2093,6,2019-07-07 00:00:00,83,71,25,4,94,72,78,49,5,56,6
2094,10,2019-07-07 00:00:00,63,52,97,66,93,61,21,21,99,84,1
2095,1,2019-07-07 00:00:00,41,23,14,96,61,84,23,17,68,35,2
2096,8,2019-07-07 00:00:00,49,28,4,87,61,58,53,81,1,15,1
2097,3,2019-07-07 00:00:00,77,18,95,99,60,72,35,90,21,93,3
2098,9,2019-07-07 00:00:00,13,25,37,80,88,33,61,93,80,81,3
2099,6,2019-07-07 00:00:00,54,97,65,54,56,81,69,72,68,3,5
2100,7,2019-07-07 00:00:00,98,97,11,45,9,100,65,90,23,45,3
